otu name,sC0C,s1C3A,s1C3B,s1G3A,s1G3B,s1G3C,s1M3A,s1M3B,s1M3C,s1M5C,s1C5A,s1C5B,s1G5A,s1G5B,s1G5C,s1M5A,s1M5B,s1C7A,s1C7B,s1G7A,s1G7B,s1G7C,s1M7A,s1M7B,s1M7C,s1C10A,s1C10B,s1G10A,s1G10B,s1G10C,s1M10A,s1M10B,s1M10C,s2C3A,s2C3B,s2G3A,s2G3B,s2G3C,s2M3A,s2M3B,s2M3C,s2C5A,s2C5B,s2G5A,s2G5B,s2G5C,s2M5A,s2M5B,s2G7A,s2G7B,s2G7C,s2M7A,s2M7B,s2C10A,s2C10B,s2G10A,s2G10B,s2G10C,s2M10B,s1C20B,s1C20A,s3G3A,s3G3B,s3G3C,s3M3A,s3M3B,s3M3C,s3G5A,s3G5B,s3G5C,s3M5A,s3M5B,s3M5C,s3G7A,s3G7B,s3G7C,s3M7A,s3M7B,s3M7C,s3M10A,s3M10B,s3M10C,s3G10A,s3G10B,s2M10A,s2M10C
OTU_518,5,3,4,1,2,0,0,0,0,0,4,7,2,1,0,1,1,0,2,3,3,2,1,1,0,1,2,2,0,1,3,1,2,2,0,3,3,4,0,1,6,0,0,1,4,2,4,4,3,3,5,2,4,1,0,3,6,5,3,9,5,0,2,0,0,1,1,0,1,1,1,1,2,2,1,0,0,0,0,0,0,1,2,3,8,6
OTU_519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_521,9,4,9,4,7,2,4,1,4,4,357,214,4,4,3,8,1,603,918,3,1,3,1,3,2,105,140,0,0,0,2,2,6,412,282,12,3,70,3,5,8,208,1109,448,1174,488,7,11,448,779,606,85,935,9,13,28,12,16,427,8,6,76,111,75,35,141,53,11,84,140,78,530,244,52,49,116,207,12,329,81,7,32,4,6,3,0
OTU_522,3,0,1,1,2,1,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,1,0,0,0,7,1,0,3,2,0,1,0,0,0,1,2,1,0,0,1,0,6,1,1,0,1,0,1,4,3,0,1,0,0,10,4,2,2,7,7,1,0,0,0,0,0,1,3,1,0,0,0,7,4,5,1,0,0,3,0,2,3,5,6,1
OTU_523,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_524,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0
OTU_526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
OTU_527,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,2,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0,3,1,0,4,0,0,0,0,0,0,0
OTU_528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,3,3,0,1,1,1,0,1,1,5,1,0,0
OTU_529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_530,3,1,4,15,10,12,25,18,18,28,7,3,20,12,13,21,25,4,5,10,11,4,3,8,13,4,3,0,6,2,15,15,17,13,9,6,4,9,14,15,8,0,8,12,7,10,12,7,1,4,2,6,3,1,1,0,1,2,7,0,1,13,6,13,0,9,9,0,4,2,3,1,2,0,2,2,3,1,8,3,4,3,4,5,2,1
OTU_531,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_535,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_536,1,1,0,1,0,2,0,1,0,0,24,16,1,0,0,0,0,23,31,0,0,0,3,0,0,8,5,0,0,0,0,1,0,25,10,2,0,4,0,0,0,6,40,26,43,23,0,0,17,29,34,4,41,1,1,2,0,2,18,0,0,4,3,7,3,8,1,1,4,4,0,26,14,5,0,4,5,1,24,5,0,0,0,1,0,0
OTU_537,0,0,0,4,3,2,0,0,1,1,0,1,1,6,5,0,1,0,0,4,2,3,0,0,0,0,0,2,0,2,2,2,1,1,0,0,4,2,3,3,1,0,1,1,0,1,1,1,3,0,2,1,2,2,2,1,2,0,0,4,0,0,0,2,0,0,0,1,1,0,2,1,2,2,1,2,0,1,4,1,0,1,3,4,2,3
OTU_538,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OTU_539,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
OTU_540,17,20,31,8,9,12,1,1,0,0,6,11,12,7,16,2,1,21,19,4,4,1,0,1,2,9,10,0,5,4,3,2,1,12,17,24,18,30,17,29,19,4,24,12,13,13,16,23,15,18,14,20,12,15,15,9,7,4,3,18,8,5,4,4,9,6,4,8,21,29,11,16,9,15,24,27,13,7,22,15,10,20,9,7,28,37
OTU_541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_542,31,17,22,18,12,14,2,6,1,2,21,28,14,15,23,2,7,20,14,10,26,11,3,2,4,25,13,4,4,18,27,11,14,8,8,15,20,29,23,29,20,0,4,5,10,11,38,20,18,15,19,32,21,11,18,13,42,13,14,53,21,1,1,1,0,2,2,0,7,2,7,11,9,3,4,5,5,8,12,12,3,5,12,3,81,19
OTU_543,1,0,0,1,0,3,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,4,0,0,1,1,1,10,1,7,5,4,8,0,3,1,7,3,1,7,3,7,3,5,2,3,2,8,3,2,2,1,1,0,0,0,31,6,5,2,4,3,29,11,24,4,1,7,17,6,10,13,6,11,3,0,12,4
OTU_544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_546,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,0,0,0,0,0,5,0,0,0,0,1,1,1,4,2,0,0,0,3,4,1,2,0,1,0,0,0,0,0,0,0,1,2,4,1,0,1,0,1,0,4,1,3,1,3,2,4,0,1
OTU_547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
OTU_548,4,9,8,52,25,44,23,36,14,46,11,7,93,71,94,41,61,10,13,42,89,43,3,10,21,5,7,20,14,35,32,32,37,35,21,30,41,32,37,34,31,8,19,24,10,25,37,33,35,33,45,32,20,15,18,76,20,18,26,13,5,22,21,12,9,12,12,15,33,28,23,32,7,29,40,32,12,21,21,13,12,15,26,30,79,29
OTU_549,13,3,4,0,2,3,1,1,0,2,1,20,1,0,0,0,1,2,0,2,3,0,0,0,3,11,8,1,5,2,2,16,12,7,2,2,5,1,0,5,0,1,31,2,4,4,0,2,7,8,30,5,4,15,7,90,67,28,4,12,8,5,0,2,0,0,0,22,3,20,55,27,9,31,27,19,18,119,63,72,47,44,32,26,20,9
OTU_550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
OTU_555,0,0,0,4,0,1,0,0,0,0,0,0,3,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,3,1,1,1,1,2,2,0,0,2,0,0,2,1,2,0,0,0,0,1,0,0,1,2,1,0,2,0,1,0,1,0,0,0,1,0,0,1,0,4,1
OTU_556,2,1,1,0,2,3,0,0,0,1,0,6,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,8,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,2,4,3,3,0,1,2,1,0,0,0,1,0,0,0,1,3,12,6,0,3,0,1,3,7,4,5,1,6,1,3,1,0
OTU_557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU_558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU_559,5,5,7,41,9,18,11,7,1,3,2,4,47,56,33,10,6,3,3,33,32,37,2,1,5,12,1,10,9,45,13,10,16,14,11,44,49,76,9,22,21,5,9,18,10,19,13,17,37,40,35,17,9,12,13,27,34,16,12,10,12,6,4,9,4,3,8,2,19,20,30,29,9,40,16,30,12,29,15,23,4,10,34,8,43,18
OTU_560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,2,0,0,0
OTU_561,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU_562,0,2,3,2,0,3,4,3,2,7,2,2,1,1,3,6,5,4,1,2,0,1,1,3,2,0,1,2,0,0,6,7,9,1,2,0,1,0,1,3,1,0,1,2,0,2,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,4,0,0,1,0,0,2,3,1,1,0,0,0,0,0,2,1,1,0,1,2,0,0
OTU_563,3,3,5,17,11,14,3,6,0,3,1,2,38,45,25,3,9,3,0,29,22,27,2,0,3,4,2,8,7,13,2,1,6,7,2,10,11,17,7,11,7,2,8,5,10,12,4,7,13,16,24,7,7,13,7,9,7,8,4,2,2,4,0,1,2,2,2,6,10,7,13,13,4,10,14,15,8,18,12,7,8,3,9,5,19,14
OTU_564,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_565,38,49,104,19,14,44,3,7,4,2,47,67,29,29,27,3,4,69,51,20,19,13,2,3,5,39,36,14,24,23,12,8,11,52,40,77,70,91,61,77,45,30,68,32,42,51,37,62,51,64,57,76,39,45,41,38,44,16,25,40,23,17,23,14,31,22,22,24,64,118,84,66,41,75,108,92,88,39,87,54,32,71,55,52,88,138
OTU_566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
OTU_567,3,3,7,42,26,42,6,16,4,10,1,12,64,62,85,14,15,10,2,46,47,42,1,0,7,5,4,19,16,35,9,4,8,17,17,13,27,34,12,30,17,6,7,10,6,11,14,21,18,19,27,10,9,10,8,11,15,7,6,4,3,5,9,10,2,5,7,10,12,10,14,26,8,21,21,17,3,16,10,20,12,10,30,14,16,13
OTU_568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_569,15,15,16,9,11,16,15,14,15,29,172,136,22,16,18,23,24,204,253,14,14,7,9,6,13,73,37,10,10,14,30,12,26,280,212,18,13,89,10,18,29,30,253,314,262,280,24,26,289,514,347,58,239,32,27,51,40,39,198,31,30,56,78,66,43,77,42,16,77,88,103,322,236,62,45,106,185,36,265,76,9,28,16,7,6,6
OTU_570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0
OTU_571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,3,0,1,0
OTU_572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU_574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU_575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
OTU_576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_580,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,5,4,0,0,3,5,4,3,0,0,1,2,0,0,0,0,0,0,2,1,6,1,0,1,5,4,5,1,3,2,2,1,3,7,3,0,1
OTU_581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_583,11,11,12,19,7,21,54,67,46,60,17,11,6,9,5,63,61,8,20,5,7,2,25,28,41,4,3,2,12,4,69,42,59,34,40,7,3,5,37,27,31,7,11,24,22,28,27,9,4,4,2,9,13,0,0,0,0,2,22,2,2,21,26,32,3,26,40,0,6,2,2,2,4,3,5,1,2,2,5,8,9,18,15,19,2,7
OTU_584,35,13,31,11,6,7,8,5,8,5,18,39,10,10,8,9,3,62,53,21,27,26,1,3,6,146,159,3,13,27,4,5,5,87,70,19,21,9,0,4,4,58,257,60,69,50,8,22,450,466,587,25,13,584,1001,806,516,464,100,348,169,59,24,46,20,6,9,299,512,700,66,189,175,1581,847,826,131,416,346,146,266,301,1297,621,55,22
OTU_585,1,0,1,1,1,0,0,1,1,0,2,5,0,1,1,0,0,4,3,2,1,3,0,1,0,3,1,0,1,3,0,0,1,1,3,0,0,8,0,0,2,0,1,2,0,2,1,0,2,4,2,0,0,0,0,0,4,3,0,7,3,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,2,0,0,3,2,2,2,2,0,2
OTU_586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU_587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
OTU_588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_589,6,15,23,5,3,5,1,2,0,0,9,11,3,10,4,0,1,14,16,1,4,2,1,0,0,10,3,1,4,2,1,2,1,7,11,23,24,21,6,17,5,7,17,12,7,12,8,12,14,13,12,7,2,11,10,15,14,6,2,9,3,3,2,5,1,3,0,6,12,28,10,11,7,21,28,15,10,5,11,4,5,13,17,16,16,31
OTU_590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,5,1,0,2,0,5,0,1,1,2,1,0,0
OTU_591,26,17,44,24,12,20,7,6,1,4,15,41,15,17,14,4,2,42,38,9,10,8,1,2,3,29,18,1,14,13,6,9,4,33,40,27,30,68,44,49,22,18,44,16,27,34,27,34,28,29,38,44,19,29,28,18,27,9,15,22,11,12,16,13,28,13,14,16,38,66,52,51,26,42,52,55,46,20,39,28,19,27,36,23,59,98
OTU_592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
