	Name	kingdom	taxonomy	phylum	class	order	family	genus	species
OTU_251	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;carbinoliphilus	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;carbinoliphilus;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	carbinoliphilus
OTU_252	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;enrichment_culture_clone_Jdgsrb015	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;enrichment_culture_clone_Jdgsrb015;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	enrichment_culture_clone_Jdgsrb015
OTU_253	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;hydrothermalis	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;hydrothermalis;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	hydrothermalis
OTU_254	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;idahonensis	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;idahonensis;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	idahonensis
OTU_255	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;termitidis	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;termitidis;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	termitidis
OTU_256	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Desulfurella	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Desulfurella;	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	g_Desulfurella
OTU_257	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;acetoxidans	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Unassigned;acetoxidans;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	acetoxidans
OTU_258	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;	Proteobacteria	Deltaproteobacteria	Myxococcales	o_Myxococcales	o_Myxococcales	o_Myxococcales
OTU_259	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	g_Syntrophobacter
OTU_260	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter	Bacteria	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	g_Arcobacter
OTU_261	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;sw026	Bacteria	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;sw026;	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	sw026
OTU_262	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum	Bacteria	Root;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	g_Sulfurospirillum
OTU_263	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_264	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_265	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;HT10	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;HT10;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	HT10
OTU_266	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_267	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aliagarivorans	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Aliagarivorans;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Aliagarivorans	g_Aliagarivorans
OTU_268	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	f_Chromatiaceae	f_Chromatiaceae
OTU_269	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;MT6010	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;MT6010;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	MT6010
OTU_270	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;MTCH3IM013	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;MTCH3IM013;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	MTCH3IM013
OTU_271	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;minutissimum	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;minutissimum;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	minutissimum
OTU_272	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;vinosum	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;vinosum;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	vinosum
OTU_273	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	g_Halochromatium
OTU_274	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	g_Rheinheimera
OTU_275	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiococcus;pfennigii	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiococcus;pfennigii;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiococcus	pfennigii
OTU_276	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;TcyfPS10	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;TcyfPS10;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	TcyfPS10
OTU_277	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;drewsii	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;drewsii;	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	drewsii
OTU_278	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiovirga	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiovirga;	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Thiovirga	g_Thiovirga
OTU_279	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	f_Enterobacteriaceae	f_Enterobacteriaceae
OTU_280	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	g_Citrobacter
OTU_281	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;ChDC_B324	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;ChDC_B324;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	ChDC_B324
OTU_282	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;ChDC_B325	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;ChDC_B325;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	ChDC_B325
OTU_283	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;I91-6	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;I91-6;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	I91-6
OTU_284	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;KMSI-3	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;KMSI-3;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	KMSI-3
OTU_285	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;KTE151	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;KTE151;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	KTE151
OTU_286	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;LSRC194	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;LSRC194;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	LSRC194
OTU_287	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;OC9	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;OC9;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	OC9
OTU_288	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;enrichment_culture_clone_BR19	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;enrichment_culture_clone_BR19;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	enrichment_culture_clone_BR19
OTU_289	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;freundii	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;freundii;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	freundii
OTU_290	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	g_Citrobacter
OTU_291	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	g_Enterobacter
OTU_292	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;B5(2012)	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;B5(2012);	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	B5(2012)
OTU_293	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	g_Enterobacter
OTU_294	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	g_Erwinia
OTU_295	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	g_Klebsiella
OTU_296	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	g_Pantoea
OTU_297	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	g_Pantoea
OTU_298	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	g_Raoultella
OTU_299	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	g_Raoultella
OTU_300	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	g_Salmonella
OTU_301	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Tatumella	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Tatumella;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Tatumella	g_Tatumella
OTU_302	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;genus_NA;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Unassigned;Unassigned;	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	f_Enterobacteriaceae	f_Enterobacteriaceae
OTU_303	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	g_Coxiella
OTU_304	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella;	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	g_Rickettsiella
OTU_305	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;	Proteobacteria	Gammaproteobacteria	Oceanospirillales	o_Oceanospirillales	o_Oceanospirillales	o_Oceanospirillales
OTU_306	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Unassigned;	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	f_Oceanospirillaceae	f_Oceanospirillaceae
OTU_307	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	g_Haemophilus
OTU_308	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Unassigned;	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	g_Haemophilus
OTU_309	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Moraxellaceae;Acinetobacter;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	Moraxellaceae	Acinetobacter	g_Acinetobacter
OTU_310	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Moraxellaceae;Acinetobacter;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	Moraxellaceae	Acinetobacter	g_Acinetobacter
OTU_311	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Moraxellaceae;Enhydrobacter;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	Moraxellaceae	Enhydrobacter	g_Enhydrobacter
OTU_312	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_313	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_314	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	g_Thiothrix
OTU_315	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Catenococcus	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Catenococcus;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Catenococcus	g_Catenococcus
OTU_316	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	g_Vibrio
OTU_317	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;0908	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;0908;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	0908
OTU_318	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;CAIM_1255	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;CAIM_1255;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	CAIM_1255
OTU_319	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;albensis	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;albensis;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	albensis
OTU_320	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;mediterranei	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;mediterranei;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	mediterranei
OTU_321	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;vulnificus	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;Unassigned;Vibrio;vulnificus;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	Vibrio	vulnificus
OTU_322	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	Bacteria	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Unassigned;	Proteobacteria	Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria	c_Gammaproteobacteria
OTU_323	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	f_Leptospiraceae	f_Leptospiraceae
OTU_324	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	f_Spirochaetaceae	f_Spirochaetaceae
OTU_325	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	g_Spirochaeta
OTU_326	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;B	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;B;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	B
OTU_327	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;MO-SPC1	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;MO-SPC1;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	MO-SPC1
OTU_328	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;cellobiosiphila	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;cellobiosiphila;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	cellobiosiphila
OTU_329	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	Bacteria	Root;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema;	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	g_Treponema
